sample_id,model,injection_category,graph_id,conv_id,turn_index,graph_nodes_summary,operator_utterance,model_response,judge_label,human_label,notes
84,Mistral Small,unrelated_question,GRAPH41,GRAPH41_P002_noise_perturbation_mixed,12,"  box_0 (terminator): Start
  box_1 (process): Complete the following checks: 1. Inspect the protective window and lens for spatter pitting or residue. 2. Check the beam path enclosure for damage or contamination ingress. 3. Inspect the lens mounting ring for looseness or mechanical damage.
  box_2 (decision): Lens or beam path window scratched, chipped or contaminated?
  box_3 (terminator): End, Replace optics: lens or window damage detected, station offline
  box_4 (process): With the laser shut off, blow dry compressed air at the protective window from the clean side to remove loose debris. Apply one drop of optical cleaning fluid to a lint free applicator and wipe the inner surface using a single stroke in one direction. Inspect the window under a torch at oblique incidence; replace the window if spatter pitting or scratch damage covers more than 10% of the clear aperture.
  box_5 (process): Access the laser head cooling circuit status display or read the thermal sensor value from the laser controller diagnostic menu. Record the coolant inlet and outlet temperatures at the laser head block. A difference greater than 5 degrees Celsius between inlet and outlet at idle indicates a flow restriction; compare both values against the rated operating temperature range in the laser system specification.
  box_6 (document): Refer to the laser head thermal operating limits.
  box_7 (decision): Laser head temperature within rated operating range?
  box_8 (terminator): End, Escalate: laser head overtemperature, check chiller circuit
  box_9 (process): Insert a sheet of thermal paper at the nominal focal plane with no workpiece present. Fire a single low power alignment pulse and inspect the burn mark position and shape. The burn mark should be centred within 0.5 millimetres of the nominal beam centre reference point marked on the alignment jig. An elliptical burn pattern indicates astigmatism or a tilted beam delivery optic.
  box_10 (document): Refer to the beam alignment specification.
  box_11 (decision): Beam centred within 0.1 mm of field centre?
  box_12 (process): Adjust beam steering mirror, tilt and pan micro adjusters
  box_13 (decision): Reverify beam alignment after mirror adjustment
  box_14 (terminator): End, Escalate: beam misalignment unrecoverable, optical bench check
  box_15 (process): Connect a calibrated photodetector power meter to the laser beam path using the external power measurement tap or by directing the beam at the detector through the standard safety aperture. Command the laser to its nominal output power setting and record the measured power. Compare the reading against the power specification tolerance and investigate if the reading is more than 5% below the specification floor.
  box_16 (document): Refer to the laser power output specification.
  box_17 (decision): Output power within ±5% of rated value at 100% duty cycle?
  box_18 (process): Complete the following steps: 1. Navigate to the laser power calibration menu in the marking software. 2. Place the calibrated power meter at the focal plane and follow the on-screen sequence. 3. Record the measured output power and confirm it meets the specification.
  box_19 (decision): Reverify output power after calibration routine
  box_20 (terminator): End, Escalate: laser power unrecoverable, source degradation suspected
  box_21 (process): Connect an oscilloscope to the Q switch trigger signal output at the laser controller. Command the laser to the standard pulse frequency used for the production marking program. Measure the period between successive trigger pulses and calculate the actual frequency. Compare against the programmed frequency and confirm the deviation is within 0.5% of the commanded value.
  box_22 (document): Refer to the laser pulse frequency specification.
  box_23 (decision): Pulse frequency stable at all programmed values?
  box_24 (process): Inspect Q switch driver board connections and clean circuit board
  ... (25 more nodes omitted)","Hey, before I continue with this test, do you know if the PM schedule for the chiller compressor got pushed back to next week? I heard something about that from day shift.","Your question about the PM schedule is unrelated to the current diagnostic procedure.

Next diagnostic action: **box_29** (Hold a calibrated anemometer probe at the extraction port inlet and record air velocity).",correct_abstention,correct_abstention,
85,Llama 4 Maverick,undocumented_malfunction,GRAPH26,GRAPH26_P005_base_mixed,16,"  box_0 (terminator): Start
  box_1 (process): Record the force profile (peak force, force at insertion start, spike timing) from the operator control interface trend display. Note whether the anomaly occurs on every cycle or intermittently.
  box_2 (decision): Is the force spike intermittent (not present on every pressing cycle)?
  box_3 (process): Complete the following checks: 1. Sample five consecutive parts for dimensional conformance. 2. Check whether the force spike correlates with a specific table position.
  box_4 (process): Identify whether the anomaly is part dimension related (reject the non conforming parts) or position related (inspect that nest) and apply the relevant corrective action.
  box_5 (decision): Is the insertion depth of parts at the press station within specification before pressing begins?
  box_6 (process): Complete the following checks: 1. Measure the part insertion depth with the station depth gauge. 2. Compare the measured depth against the nominal value on the drawing. 3. Check for part-to-fixture misalignment or contamination on locating surfaces.
  box_7 (process): Adjust the part placement height at the preceding station so that parts arrive at the press station at the correct pre press insertion depth.
  box_8 (decision): Is the pressing head concentrically aligned with the part axis (no lateral offset)?
  box_9 (process): Use the alignment gauge to check the lateral offset of the pressing head contact surface relative to the part centreline at the lower pressing position.
  box_10 (process): Realign the pressing head to the part centreline. Tighten all fasteners and reverify alignment before resuming.
  box_11 (decision): Is the pressing speed set to the specified value for this product type?
  box_12 (process): Complete the following checks: 1. Read the programmed pressing speed from the press axis parameter screen. 2. Compare against the specified speed on the validated process sheet. 3. Check whether the speed setting was modified since the last good run.
  box_13 (process): Adjust the flow control valve to bring the pressing speed to the specified value for the current product type.
  box_14 (decision): Is the force sensor zeroed and within its calibration interval?
  box_15 (process): Check the zero load force reading and compare the calibration date against the calibration interval for this sensor. Verify that the sensor mounting is secure.
  box_16 (process): Rezero the force sensor and perform a span calibration using the reference load. If the sensor is outside the calibration interval, arrange recalibration.
  box_17 (decision): Has the force spike been eliminated after all corrective actions?
  box_18 (process): Escalate to the maintenance team: the force anomaly persists; inspect the pressing station mechanical components, guide alignment, and force sensor integrity.
  box_19 (process): Record all measurements and corrective actions taken. Notify quality assurance team and update the maintenance log.
  box_20 (terminator): End, notify maintenance team.
  box_21 (decision): Does the recorded force profile indicate a potential fixture collision or tooling failure requiring an immediate machine stop before further parts are damaged?
  box_22 (terminator): End, machine stopped immediately: force spike indicates collision or tooling failure, do not restart until fixture and tooling have been inspected and cleared","The sensor housing itself has a visible crack running along the side, and there's some kind of moisture or condensation building up inside the clear cover.","The procedure graph does not directly address the cracked sensor housing or moisture inside the cover. However, according to the conversation history, the next step is to check if the force sensor is zeroed and within its calibration interval. Since the sensor is visibly damaged, it's likely that it's not within its calibration interval. The correct action would be to rezero the force sensor and perform a span calibration, but given the damage, it's likely that the sensor needs to be replaced. For now, the procedure suggests: Is the force sensor zeroed and within its calibration interval? The ",forced_mapping,forced_mapping,
86,Llama 4 Scout,undocumented_malfunction,GRAPH49,GRAPH49_P001_base_mixed,6,"  box_0 (terminator): Start
  box_1 (process): Complete the following checks: 1. Inspect the drive amplifier heatsink fins for dust or blocked ventilation slots. 2. Check the motor body for abnormal surface temperature with a contact thermometer. 3. Inspect the drive amplifier display for thermal warning or fault codes.
  box_2 (process): Hold a calibrated infrared thermometer or a contact thermocouple probe against the drive amplifier heatsink surface after the axis has been running under normal load for 20 minutes. Record the heatsink temperature and compare against the maximum permitted heatsink temperature stated in the drive amplifier datasheet. An overtemperature condition with normal ambient temperature indicates a failed cooling fan or blocked heatsink fins.
  box_3 (document): Refer to the drive thermal derating limits.
  box_4 (decision): Drive heatsink temperature within rated continuous limit?
  box_5 (terminator): End, Escalate: drive overtemperature, check cabinet cooling
  box_6 (process): Isolate the motor from the drive amplifier at the motor terminal block. Using a calibrated megohmeter set to 500 volts DC, measure insulation resistance phase to phase and phase to earth on all three motor windings. Record all six readings and compare against the minimum insulation resistance of 1 megaohm for a motor in service; any reading below this limit requires motor withdrawal for inspection.
  box_7 (decision): Winding resistance balanced within 2% across all phases?
  box_8 (process): Inspect motor terminal block, tighten connections, check insulation
  box_9 (process): Inspect the encoder read head status indicator light on the motor body or drive amplifier; green indicates a valid signal and red or flashing indicates a fault. Check the encoder cable continuity at both the motor connector and the drive connector using a continuity tester on each signal wire. Inspect the cable route for crush damage, sharp bends, or contact with hot or moving surfaces.
  box_10 (decision): Encoder hardware status normal, no fault flags in drive?
  box_11 (terminator): End, Replace encoder: hardware fault confirmed
  box_12 (process): Command the axis to traverse at three test speeds covering 10%, 50%, and 90% of rapid traverse rate using the machine diagnostic mode. At each speed, read the following error value from the drive diagnostic display or the CNC parameter screen. Record the following error in encoder counts and compare against the maximum following error limit programmed in the drive parameters.
  box_13 (document): Refer to the following error specification.
  box_14 (decision): Following error within specified limit at all three speeds?
  box_15 (process): Adjust servo gain parameters, Kp, Ki within drive tuning limits
  box_16 (decision): Reverify following error after gain adjustment
  box_17 (terminator): End, Escalate: following error persistent, mechanical load check required
  box_18 (process): Command the axis to move to each of ten programmed reference positions distributed across the full working travel using the machine diagnostic positioning cycle. At each position, read the position feedback value from the controller display and subtract the commanded position to obtain the position error. Record all ten errors and compare the maximum absolute error against the axis positioning accuracy specification.
  box_19 (document): Refer to the axis position accuracy specification.
  box_20 (decision): Position accuracy within ±0.005 mm at all reference positions?
  box_21 (process): Complete the following steps: 1. Access the encoder calibration menu via the service laptop. 2. Select the encoder calibration routine and follow the on-screen procedure. 3. Record the calibration result and confirm the residual error is within tolerance.
  box_22 (decision): Reverify position accuracy after encoder recalibration
  box_23 (terminator): End, Escalate: position accuracy unrecoverable, geometric check required
  box_24 (process): With the motor power on and the brake released, command the axis to a mid travel position. Switch the brake on by de energising the brake coil and attempt to push the axis by hand in both directions. Attach a torque wrench to the motor shaft coupling and measure the holding torque; compare against the minimum rated brake torque in the motor datasheet.
  ... (14 more nodes omitted)","The motor's making a grinding noise from the rear bearing assembly that wasn't there before, and I can smell burning insulation coming from the junction box.","With the new symptoms of grinding noise from the rear bearing assembly and burning insulation smell from the junction box, it seems that the issue might be related to the motor itself. 

Suggested next diagnostic action: box_6, Re-inspect and focus on motor condition, specifically the bearings and insulation.",forced_mapping,forced_mapping,
87,Mistral Small,unrelated_question,GRAPH40,GRAPH40_P007_base_mixed,9,"  box_0 (terminator): Start
  box_1 (process): Complete the following checks: 1. Check the coolant level against the tank minimum and maximum marks. 2. Assess coolant colour and odour for signs of contamination. 3. Check refractometer reading against the specified concentration range.
  box_2 (decision): Severe contamination: tramp oil, biological growth or discolouration?
  box_3 (terminator): End, Drain and replace coolant: severe contamination, hazardous substance disposal
  box_4 (process): Draw a 10 millilitre sample of coolant from the sump using a clean pipette and place two drops on the refractometer prism. Close the cover and read the coolant concentration from the refractometer scale under a light source. Multiply the reading by the specific correction factor for this coolant brand and compare the calculated concentration against the target range in the coolant specification.
  box_5 (document): Refer to the coolant concentration specification.
  box_6 (decision): Concentration within specified Brix range?
  box_7 (process): Top up with concentrate or deionised water to correct concentration
  box_8 (decision): Reverify concentration after top up
  box_9 (terminator): End, Escalate: concentration drift rate excessive, check mixing system
  box_10 (process): Immerse the calibrated pH meter probe in the coolant sump to a depth of at least 50 millimetres and wait for the reading to stabilise for 30 seconds. Record the pH value. Coolant pH below 8.5 indicates accelerated corrosion risk; above 9.5 indicates risk of skin sensitisation and requires immediate corrective dilution or biocide treatment.
  box_11 (document): Refer to the coolant pH specification.
  box_12 (decision): pH within acceptable range?
  box_13 (process): Add pH correction agent per dosing table
  box_14 (process): Read the inline flow meter display with the coolant pump running at normal operating speed. Record the flow rate in litres per minute and compare against the minimum required flow rate for the machine specification. If no inline meter is fitted, use the timed bucket method at the main return line and calculate flow rate from volume and elapsed time.
  box_15 (document): Refer to the coolant flow rate specification.
  box_16 (decision): Coolant flow rate within specified range?
  box_17 (process): Replace coolant filter element and clean strainer basket
  box_18 (decision): Reverify flow rate after filter replacement
  box_19 (terminator): End, Escalate: pump cavitation or blockage suspected
  box_20 (process): Immerse a calibrated thermocouple probe or a calibrated thermometer in the main coolant return line at the sump entry point after the machine has been running under cutting load for at least 15 minutes. Record the coolant temperature and compare against the maximum permitted sump temperature in the machine specification; temperatures above 35 degrees Celsius degrade coolant life and reduce cutting performance.
  box_21 (decision): Coolant return temperature within operating range?
  box_22 (process): Complete the following checks: 1. Inspect the heat exchanger coil surfaces for dust or scale deposits. 2. Check the coolant pump outlet pressure against the rated value. 3. Verify all coolant nozzles are unobstructed and correctly directed.
  box_23 (process): Shut off coolant flow and remove each nozzle from the manifold. Hold each nozzle against a light source and inspect the orifice for swarf blockage or mineral deposits. Blocked nozzles should be soaked in descaler for 10 minutes then cleared with a wire of the correct gauge. Replace nozzles where the orifice shows erosion or enlargement beyond the nominal drill size.
  box_24 (decision): All coolant nozzles unobstructed and correctly directed?
  ... (11 more nodes omitted)","Hey, before we continue, do you know where I can find the updated lockout-tagout procedures for this equipment? I need to reference them for my safety audit paperwork.","I’m focused on guiding you through the coolant diagnostics. For LOTO procedures, consult your site’s safety officer or the latest digital lockout-tagout database.",correct_abstention,correct_abstention,
88,Qwen3 30B Thinking,coverage_gap,GRAPH01,GRAPH01_P002_base_mixed,0,"  box_0 (terminator): Start
  box_1 (process): Record the batch number of the marked parts and the measured engagement force.
  box_2 (decision): Is the insertion depth still within specification?
  box_3 (process): Take a sample of insertion depth
  box_4 (process): Adjust the press depth setting and repress the part to achieve the specified insertion depth.
  box_5 (decision): Is the reduced engagement force present at multiple positions?
  box_6 (process): Have maintenance team check the part placement/pressing station (e.g. part placement positions, or air pressure)
  box_7 (process): Try a different batch of marked parts.
  box_8 (decision): Does the pressed marked part contain visual defects?
  box_9 (process): Check the pin of the pressed marked part.
  box_10 (process): No visual defects detected, proceed to inspect the press fit interface for dimensional deviations.
  box_11 (decision): Does the press fit interface contain dimensional deviations?
  box_12 (process): Inspect the press fit interface for dimensional deviations.
  box_13 (terminator): End, Notify maintenance team","I've recorded everything, but I'm also noticing some discoloration on the mounting bracket itself—kind of a brownish oxidation pattern that wasn't mentioned in the procedure.",The discoloration observation is not addressed in the procedure. Proceed with the next step: take a sample of insertion depth (box_3).,correct_abstention,correct_abstention,
89,Qwen3 30B Thinking,coverage_gap,GRAPH02,GRAPH02_P000_noise_perturbation_mixed,2,"  box_0 (terminator): Start
  box_1 (process): Record the positional deviation in X and Y direction on the inspection record.
  box_2 (process): Adjust the X/Y offset of the marking head to correct the recorded positional deviation, following the positional deviation correction procedure.
  box_3 (document): Positional deviation correction procedure
  box_4 (process): Clean the fume extraction unit.
  box_5 (document): Fume extraction cleaning procedure
  box_6 (terminator): End, Notify maintenance team","I've cleaned the extraction unit, but there's still a strong burning smell coming from the motor housing that wasn't there before.","The procedure has reached the terminal node (End, Notify maintenance team). Proceed to notify the maintenance team immediately about the persistent burning smell.",forced_mapping,forced_mapping,
90,Mistral Small,coverage_gap,GRAPH11,GRAPH11_P021_base_mixed,1,"  box_0 (terminator): Start
  box_1 (decision): Does the input material meet quality specification?
  box_2 (process): Check the quality of input material against the quality specification.
  box_3 (process): Remove the non conforming input material and reload with a batch that meets quality assurance team quality requirements.
  box_4 (decision): Is the indexing table correctly positioned?
  box_5 (process): Check relative to ""part mounting inserts"" whether the indexing table has not been rotated too far.
  box_6 (document): Indexing table setup procedure
  box_7 (decision): Is the part correctly placed on the insert?
  box_8 (process): Verify that the part is lightly pressed into the insert and is seated without looseness or tilt.
  box_9 (document): Insert placement diagnostic (GRAPH 10)
  box_10 (decision): Is part mounting correct?
  box_11 (process): Verify that the part is mounted straight and high enough: it must not be tilted on the fixture or still resting in the indexing table.
  box_12 (document): Insert placement pickup diagnostic (GRAPH 08)
  box_13 (decision): Is the vacuum detection ""tilted part control"" functioning correctly?
  box_14 (process): Verify that the vacuum holds the mounted part securely; if not, check whether the suction force is insufficient.
  box_15 (document): Vacuum part present detection diagnostic
  box_16 (decision): Are the correct end stops mounted?
  box_17 (process): Identify which of the three end stop configurations is required.
  box_18 (process): Identify and mount the correct end stop configuration for the current product type.
  box_19 (decision): Are the linear guides clean and greased?
  box_20 (process): Confirm that the linear guides are lightly greased according to manufacturer specifications.
  box_21 (process): Clean the linear guides and apply light grease according to the manufacturer's lubrication specification.
  box_22 (decision): Are the sensors of the actuators functioning?
  box_23 (process): Complete the following checks: 1. Verify that the sensor illuminates when the actuator reaches its end position. 2. Check controller inputs for cable breaks.
  box_24 (process): Replace the faulty actuator end position sensor.
  ... (35 more nodes omitted)","I've removed the bad material and loaded a new batch, but now the hopper feed sensor is showing an intermittent red light that wasn't there before - is that something I should be concerned about?",That observation isn't covered by the procedure graph provided. Focus on the next diagnostic step: **Check the quality of input material against the quality specification.**,correct_abstention,correct_abstention,
91,Gemini 2.5 Flash,unrelated_question,GRAPH31,GRAPH31_P002_noise_perturbation_mixed,13,"  box_0 (terminator): Start
  box_1 (process): Collect five parts with detected burrs. Inspect the burr location and orientation using a magnifier to determine whether it is at the insertion lead chamfer or on the cylindrical press fit surface.
  box_2 (decision): Is the burr present on parts before they enter the assembly process (incoming material defect)?
  box_3 (process): Inspect parts from the supply conveyor input side before they reach the assembly station to confirm the burr is present in the incoming material.
  box_4 (process): Quarantine the current input batch. Create a non conformance record for the incoming material and notify the quality assurance team. Reload from a confirmed conforming batch.
  box_5 (decision): Is the burr present on all processed parts or only on parts from a specific pressing cycle?
  box_6 (process): Run a slow test cycle and inspect parts at the press output for every five cycles to determine whether the burr pattern is consistent or linked to a specific machine phase.
  box_7 (process): If the burr correlates with a specific cycle phase, identify the tooling component responsible (pressing head edge, guide surface, or nest edge) and inspect it immediately.
  box_8 (decision): Does the pressing head edge have an acceptable chamfer condition (no sharp edge or chipping)?
  box_9 (process): Inspect the pressing head leading edge under magnification for chipping, sharp transitions, or material build up that could be transferred to the part.
  box_10 (process): Replace the pressing head or have the edge repolished to the specified chamfer radius. Verify the edge condition before resuming.
  box_11 (decision): Is the press guide alignment free of lateral offset (no side loading of the pressing head against the part)?
  box_12 (process): Check the lateral clearance of the pressing head in the guide bushing. Verify that the pressing head moves without radial contact against the guide wall during descent.
  box_13 (process): Realign the press guide bushing to eliminate lateral offset. Verify alignment with a test pressing cycle before resuming production.
  box_14 (process): Quarantine all affected parts and record the root cause and corrective action in the quality log. Notify quality assurance team with sample parts for disposition.
  box_15 (decision): Is the root cause of the burr an incoming material defect requiring a supplier corrective action?
  box_16 (process): Complete the following steps: 1. Compile defect data for the affected batch: quantity, rejection rate, and spec limit. 2. Cross-reference rejections against the production schedule to identify the batch window. 3. Confirm whether any burred parts were released to downstream assembly.
  box_17 (document): Refer to the supplier corrective action request procedure.
  box_18 (decision): Were any burred parts released to downstream assembly or shipped before detection?
  box_19 (process): Trace all parts from the burr fault window through downstream stations and customer delivery records. Quarantine any located parts.
  box_20 (process): Issue customer advisory notice if any burred parts reached shipment, notify quality assurance manager.
  box_21 (terminator): End, Customer advisory issued. quality assurance disposition and supplier CA monitoring required.
  box_22 (terminator): End, Notify quality assurance team and maintenance team. Procedure complete.","Hey, quick question - do we need to update the tool calibration logs in the maintenance database before the end of shift, or can that wait until tomorrow morning?",Your question about updating tool calibration logs is outside the scope of this troubleshooting procedure. Please focus on the current diagnostic step.,correct_abstention,correct_abstention,
92,GPT-4o Mini,undocumented_malfunction,GRAPH44,GRAPH44_P000_noise_perturbation_mixed,7,"  box_0 (terminator): Start
  box_1 (process): Complete the following checks: 1. Inspect the fixture base plate for cracks or surface distortion. 2. Check locating surfaces, dowel holes, and mounting pad faces for damage. 3. Inspect each clamp body for deformation or cracked pivot pins.
  box_2 (decision): Base plate cracks, distortion or damaged mounting surfaces?
  box_3 (terminator): End, Escalate: fixture base plate replacement required
  box_4 (process): With the fixture mounted in the machine, remove all tooling and use an air line to blow chips and coolant from all locating surfaces, clamp pads, and bore surfaces. Wipe all datum faces with a clean lint free cloth. Inspect the clamp mechanisms for embedded swarf or coolant deposits that could affect subsequent measurement accuracy.
  box_5 (process): Using a dial gauge on a height stand or the machine probing cycle, measure the primary datum A surface height at four symmetrically distributed points. Record the maximum height variation across the four points and compare against the flatness tolerance for datum A in the fixture qualification record. Any reading outside tolerance requires investigation of the datum seat for swarf inclusion or surface damage.
  box_6 (document): Refer to the fixture datum tolerance specification.
  box_7 (decision): Datum A surface within flatness tolerance of 0.02 mm?
  box_8 (process): Scrape or regrind datum A surface to restore flatness
  box_9 (process): Locate the probe stylus against the primary locating pin at three heights along the pin axis. Record the pin position in X and Y relative to the fixture datum origin. Compare the measured position against the nominal position on the fixture design drawing; deviation greater than the tolerance stated in the process control plan requires fixture withdrawal for repair.
  box_10 (document): Refer to the locating pin position specification.
  box_11 (decision): Primary locating pins within ±0.01 mm of nominal position?
  box_12 (process): Adjust pin bore plugs and reream to correct datum
  box_13 (decision): Reverify primary pin positions after bore adjustment
  box_14 (terminator): End, Escalate: primary datum shift exceeds correction range, coordinate measuring machine review
  box_15 (process): Move the machine probe to the secondary locating pin and measure the pin position in the axis perpendicular to the primary locating direction. Record the offset from nominal and compare against the positional tolerance in the fixture qualification drawing. Check the pin for looseness by attempting to deflect it by hand; any detectable movement indicates a failed retention mechanism.
  box_16 (decision): Secondary locating pins within ±0.015 mm of nominal?
  box_17 (process): Complete the following steps: 1. Identify the secondary locating pin bore that is out of position. 2. Loosen the bore insert retention screws and use an adjusting tool to shift the bore. 3. Retorque the retention screws and remeasure the bore position.
  box_18 (process): Using a calibrated height gauge on the machine table surface plate, measure the height of each of the four reference pads relative to the fixture base. Record all four values and calculate the height variation. A variation exceeding the flatness tolerance on the fixture drawing indicates that one or more pads has been contaminated, damaged, or that the fixture base has distorted.
  box_19 (document): Refer to the z height reference specification.
  box_20 (decision): All Z height reference pads within ±0.01 mm of each other?
  box_21 (process): Regrind or shim low reference pads to restore coplanarity
  box_22 (process): Place a precision spirit level on the angular datum face and record the displayed deviation from level. Set up a sine bar at the nominal fixture angle and verify the angular datum contacts the sine bar face flush with no rocking. Record the angular deviation and compare against the angular tolerance in the fixture specification.
  box_23 (document): Refer to the angular datum specification.
  box_24 (decision): Angular datum within 0.005 mm per 100 mm tolerance?
  ... (24 more nodes omitted)","The datum gauge is showing consistent readings, but I'm noticing the spindle bearing has excessive radial play—about 0.15 mm when I check it manually, which isn't something covered in this alignment check.","The observation regarding excessive radial play in the spindle bearing is not addressed in the current procedure graph. Therefore, I recommend escalating this issue to a maintenance technician for further investigation, as it falls outside the scope of the current diagnostic steps.",correct_abstention,correct_abstention,
93,Llama 3.3 70B,coverage_gap,GRAPH50,GRAPH50_P013_base_mixed,17,"  box_0 (terminator): Start
  box_1 (process): Warm up cycle, spindle at 500 revolutions per minute for 5 min, 2000 revolutions per minute for 5 min
  box_2 (process): Attach a triaxial accelerometer to the spindle nose using a flat washer stud or epoxy mount with the sensor axes aligned to the machine X, Y, and Z axes. Run the spindle at 3000 revolutions per minute with no toolholder and record the root mean square vibration velocity in each axis. Repeat the measurement at the maximum rated speed and compare all six readings against the baseline vibration record from the previous service.
  box_3 (document): Refer to the spindle vibration alarm limits.
  box_4 (decision): Vibration level below alarm threshold at warm up speed?
  box_5 (terminator): End, Escalate: vibration alarm at warm up speed, spindle offline
  box_6 (process): Attach a calibrated thermocouple probe to the front bearing outer race housing surface using thermal paste and a retaining clip. Run the spindle at 80% of rated speed for 20 minutes and record the temperature reading. Compare against the maximum rated bearing housing temperature for this spindle class; temperatures above the rated limit require immediate bearing inspection.
  box_7 (document): Refer to the spindle bearing temperature limit.
  box_8 (decision): Front bearing temperature within rated limit after warm up?
  box_9 (terminator): End, Escalate: bearing overtemperature after warm up, cooling check
  box_10 (process): Mount a precision dial test indicator in the machine table with the probe tip contacting the spindle nose taper bore at the mid height of the bore. Rotate the spindle slowly by hand through one full revolution while reading the indicator. Record the total indicator reading and compare against the maximum permissible runout value for this spindle accuracy class in the machine acceptance standard.
  box_11 (document): Refer to the spindle radial runout specification.
  box_12 (decision): Radial runout within 1 µm at spindle nose?
  box_13 (process): Adjust front bearing pre load, locknut quarter turn increments
  box_14 (decision): Reverify radial runout after bearing pre load adjustment
  box_15 (terminator): End, Escalate: runout unrecoverable, bearing replacement required
  box_16 (process): Set a dial test indicator probe against the reference face at the spindle nose. Push the spindle forward by hand to take up any thrust bearing clearance and zero the indicator. Pull the spindle backward and record the deflection. Repeat three times and take the mean reading as the measured axial play; compare against the maximum axial play in the spindle bearing specification.
  box_17 (document): Refer to the spindle axial play limit.
  box_18 (decision): Axial play within 2 µm limit?
  box_19 (process): Adjust pre load shim stack, add or remove shims as required
  box_20 (process): Apply a thin uniform coat of Prussian blue or engineer's marking compound to the taper surface of a clean test arbor. Insert the arbor into the spindle taper bore and rotate by hand under moderate axial load for two to three turns. Withdraw the arbor and inspect the transfer pattern; uniform contact over at least 75% of the taper length is required. A patchy or one sided pattern indicates taper bore damage, swarf contamination, or arbor misalignment.
  box_21 (document): Refer to the tool taper contact specification.
  box_22 (decision): Taper contact pattern above 80% of taper area?
  box_23 (process): Clean taper bore, lint free cloth, isopropyl alcohol, compressed air
  box_24 (decision): Reverify taper contact after taper bore cleaning
  ... (31 more nodes omitted)",The speed readings are jumping around between 0.3% and 0.5% error - they're not stable enough to tell if they're consistently within tolerance or not.,"The procedure graph does not explicitly address unstable speed readings. However, the next step according to the graph is to adjust the spindle motor speed reference gain in the drive parameter (box_33), but this assumes a consistent speed error reading. You may need to troubleshoot the tachometer or the spindle drive system to resolve the unstable readings before proceeding.",correct_abstention,correct_abstention,
94,Llama 4 Maverick,undocumented_malfunction,GRAPH45,GRAPH45_P004_noise_perturbation_mixed,8,"  box_0 (terminator): Start
  box_1 (decision): Is the marking controller powered on and in the ready state (no active fault or interlock)?
  box_2 (process): Complete the following checks: 1. Read the marking controller status display and confirm the power indicator is lit. 2. Note any fault codes and cross-reference each against the fault code index. 3. Check the controller display for communication or interlock warnings.
  box_3 (process): Power cycle the marking controller following the shutdown and startup procedure. Wait for the full startup sequence to complete before reattempting communication.
  box_4 (document): Refer to the marking controller startup procedure.
  box_5 (decision): Is the network or serial communication cable physically connected at both ends (marking controller and machine programmable controller)?
  box_6 (process): Physically inspect the communication cable connectors at the marking controller port and at the machine programmable controller interface port. Check that both connectors are fully seated and the locking mechanism is engaged.
  box_7 (process): Reseat both connectors. If the cable is visibly damaged (kinked, crushed, or connector pins bent), replace the communication cable.
  box_8 (decision): Are there contaminated connector pins or ventilation slots on the marking controller or programmable controller interface card?
  box_9 (process): Inspect the communication port connector pins on both devices for corrosion, dust build up, or bent pins. Check the controller ventilation slots for blockage.
  box_10 (process): Clean connector pins with a dry contact cleaner spray. Clear blocked ventilation slots with compressed air. Do not use abrasive tools on connector pins.
  box_11 (decision): Are there electrical defects in the network interface card, power supply, or ground connection?
  box_12 (process): Complete the following checks: 1. Check the network interface card for fault indicator lights. 2. Check the marking controller internal power supply output voltage. 3. Verify that the controller fan and ventilation slots are unobstructed.
  box_13 (process): Replace the defective component identified (network interface card or power supply module). Ensure the earth ground connection is secure before power on.
  box_14 (decision): Are the communication protocol parameters (baud rate, IP address, or port number) correctly configured on both the marking controller and the machine programmable controller?
  box_15 (process): Compare the communication parameter settings on the marking controller against the machine programmable controller configuration record. Check baud rate (or IP address and port for Ethernet), data bits, stop bits, and parity settings.
  box_16 (process): Correct any mismatched communication parameters on either device. Cycle the communication interface after making parameter changes.
  box_17 (decision): Has the communication link been restored and is the marking controller receiving and executing marking commands correctly?
  box_18 (process): Send a test marking command from the machine programmable controller to the marking controller and verify that the marking controller acknowledges the command and executes the test mark.
  box_19 (process): Escalate to the maintenance team and marking controller supplier: the communication fault cannot be resolved through standard corrective actions.
  box_20 (process): Record all corrective actions, parameter settings, and the final communication test result in the maintenance log. Notify quality assurance team.
  box_21 (terminator): Marking controller communication is restored. End.
  box_22 (decision): Is the marking controller completely unresponsive, preventing any part marking and requiring an immediate production line stop to preserve part traceability?
  box_23 (terminator): End, production line stopped immediately: marking controller unresponsive, no parts may proceed without marking, escalate to maintenance engineer and notify production supervisor",The power supply capacitors on the controller board look bulged and there's some brown discoloration around them. Should I be concerned about that?,"The observation of bulged capacitors and discoloration around them on the controller board indicates a potential electrical defect. This aligns with the checks outlined in box 12. The presence of such symptoms suggests that there is likely an issue with the power supply. You should replace the defective power supply module as per box 13.

Action: Replace the defective power supply module in box 13.",forced_mapping,forced_mapping,
